Player Name Position,Transfer Value,Transfer Date
ryan shotton Defender - Centre-Back,2700000,27/02/2020
ryan shotton Defender - Centre-Back,2160000,08/04/2020
wilson palacios Midfielder - Defensive Midfield,450000,01/09/2007
wilson palacios Midfielder - Defensive Midfield,675000,15/01/2008
wilson palacios Midfielder - Defensive Midfield,900000,16/01/2008
wilson palacios Midfielder - Defensive Midfield,3150000,04/07/2008
wilson palacios Midfielder - Defensive Midfield,9900000,24/01/2009
wilson palacios Midfielder - Defensive Midfield,12150000,26/06/2009
wilson palacios Midfielder - Defensive Midfield,14400000,24/01/2010
wilson palacios Midfielder - Defensive Midfield,14400000,13/08/2010
wilson palacios Midfielder - Defensive Midfield,12600000,01/02/2011
wilson palacios Midfielder - Defensive Midfield,9900000,08/08/2011
wilson palacios Midfielder - Defensive Midfield,6750000,06/02/2012
wilson palacios Midfielder - Defensive Midfield,4950000,24/06/2012
wilson palacios Midfielder - Defensive Midfield,2700000,28/01/2013
wilson palacios Midfielder - Defensive Midfield,1350000,02/07/2013
wilson palacios Midfielder - Defensive Midfield,1350000,15/01/2014
wilson palacios Midfielder - Defensive Midfield,1350000,12/08/2014
wilson palacios Midfielder - Defensive Midfield,1350000,12/02/2015
wilson palacios Midfielder - Defensive Midfield,675000,14/11/2016
wilson palacios Midfielder - Defensive Midfield,0,01/12/2016
marc wilson Defender - Centre-Back,90000,29/01/2008
marc wilson Defender - Centre-Back,270000,23/02/2009
marc wilson Defender - Centre-Back,1350000,24/01/2010
marc wilson Defender - Centre-Back,2250000,13/08/2010
marc wilson Defender - Centre-Back,2700000,01/02/2011
marc wilson Defender - Centre-Back,3150000,08/08/2011
marc wilson Defender - Centre-Back,4500000,06/02/2012
marc wilson Defender - Centre-Back,4500000,24/06/2012
marc wilson Defender - Centre-Back,4500000,28/01/2013
marc wilson Defender - Centre-Back,3600000,02/07/2013
marc wilson Defender - Centre-Back,3600000,15/01/2014
marc wilson Defender - Centre-Back,3600000,12/08/2014
marc wilson Defender - Centre-Back,4050000,12/02/2015
marc wilson Defender - Centre-Back,3600000,01/07/2015
marc wilson Defender - Centre-Back,2700000,09/02/2016
marc wilson Defender - Centre-Back,2700000,01/08/2016
marc wilson Defender - Centre-Back,2250000,20/02/2017
marc wilson Defender - Centre-Back,2250000,28/06/2017
marc wilson Defender - Centre-Back,1800000,27/02/2018
marc wilson Defender - Centre-Back,900000,24/09/2018
marc wilson Defender - Centre-Back,675000,28/06/2019
marc wilson Defender - Centre-Back,0,01/07/2019
andy wilkinson Defender - Right-Back,45000,04/10/2004
andy wilkinson Defender - Right-Back,270000,05/05/2008
andy wilkinson Defender - Right-Back,675000,04/07/2008
andy wilkinson Defender - Right-Back,810000,23/02/2009
andy wilkinson Defender - Right-Back,1080000,26/06/2009
andy wilkinson Defender - Right-Back,1800000,24/01/2010
andy wilkinson Defender - Right-Back,2250000,13/08/2010
andy wilkinson Defender - Right-Back,2250000,01/02/2011
andy wilkinson Defender - Right-Back,2250000,08/08/2011
andy wilkinson Defender - Right-Back,2700000,06/02/2012
andy wilkinson Defender - Right-Back,3150000,24/06/2012
andy wilkinson Defender - Right-Back,3150000,28/01/2013
andy wilkinson Defender - Right-Back,2700000,02/07/2013
andy wilkinson Defender - Right-Back,1800000,15/01/2014
andy wilkinson Defender - Right-Back,900000,12/08/2014
andy wilkinson Defender - Right-Back,900000,12/02/2015
andy wilkinson Defender - Right-Back,0,19/02/2016
kenwyne jones Forward - Centre-Forward,45000,20/12/2004
kenwyne jones Forward - Centre-Forward,225000,24/09/2005
kenwyne jones Forward - Centre-Forward,720000,19/05/2006
kenwyne jones Forward - Centre-Forward,1440000,29/07/2007
kenwyne jones Forward - Centre-Forward,8100000,30/08/2007
kenwyne jones Forward - Centre-Forward,9000000,25/06/2009
kenwyne jones Forward - Centre-Forward,9000000,24/01/2010
kenwyne jones Forward - Centre-Forward,9000000,13/08/2010
kenwyne jones Forward - Centre-Forward,8100000,01/02/2011
kenwyne jones Forward - Centre-Forward,8100000,08/08/2011
kenwyne jones Forward - Centre-Forward,6300000,06/02/2012
kenwyne jones Forward - Centre-Forward,4500000,24/06/2012
kenwyne jones Forward - Centre-Forward,4500000,28/01/2013
kenwyne jones Forward - Centre-Forward,3600000,02/07/2013
kenwyne jones Forward - Centre-Forward,2700000,15/01/2014
kenwyne jones Forward - Centre-Forward,2250000,24/02/2015
kenwyne jones Forward - Centre-Forward,2250000,24/09/2015
kenwyne jones Forward - Centre-Forward,810000,25/10/2016
kenwyne jones Forward - Centre-Forward,675000,24/05/2017
kenwyne jones Forward - Centre-Forward,450000,05/12/2017
kenwyne jones Forward - Centre-Forward,0,01/01/2018
carlo nash Goalkeeper,225000,04/10/2004
carlo nash Goalkeeper,315000,11/04/2005
carlo nash Goalkeeper,450000,19/10/2006
carlo nash Goalkeeper,720000,29/07/2007
carlo nash Goalkeeper,270000,15/01/2008
carlo nash Goalkeeper,225000,24/01/2010
carlo nash Goalkeeper,225000,13/08/2010
carlo nash Goalkeeper,225000,01/02/2011
carlo nash Goalkeeper,225000,08/08/2011
carlo nash Goalkeeper,225000,06/02/2012
carlo nash Goalkeeper,225000,24/06/2012
carlo nash Goalkeeper,225000,28/01/2013
carlo nash Goalkeeper,225000,02/07/2013
carlo nash Goalkeeper,225000,15/01/2014
carlo nash Goalkeeper,0,01/07/2014
cameron jerome Forward - Centre-Forward,2250000,18/11/2005
cameron jerome Forward - Centre-Forward,4500000,26/05/2006
cameron jerome Forward - Centre-Forward,4950000,15/01/2008
cameron jerome Forward - Centre-Forward,4050000,04/07/2008
cameron jerome Forward - Centre-Forward,2700000,08/01/2009
cameron jerome Forward - Centre-Forward,3330000,24/01/2010
cameron jerome Forward - Centre-Forward,4500000,13/08/2010
cameron jerome Forward - Centre-Forward,4950000,01/02/2011
cameron jerome Forward - Centre-Forward,4050000,08/08/2011
cameron jerome Forward - Centre-Forward,3600000,06/02/2012
cameron jerome Forward - Centre-Forward,3600000,24/06/2012
cameron jerome Forward - Centre-Forward,2250000,28/01/2013
cameron jerome Forward - Centre-Forward,2250000,02/07/2013
cameron jerome Forward - Centre-Forward,1800000,15/01/2014
cameron jerome Forward - Centre-Forward,1350000,12/08/2014
cameron jerome Forward - Centre-Forward,1800000,24/02/2015
cameron jerome Forward - Centre-Forward,2700000,01/07/2015
cameron jerome Forward - Centre-Forward,2700000,09/02/2016
cameron jerome Forward - Centre-Forward,2250000,01/09/2016
cameron jerome Forward - Centre-Forward,2250000,27/02/2017
cameron jerome Forward - Centre-Forward,2250000,18/09/2017
cameron jerome Forward - Centre-Forward,1800000,27/02/2018
cameron jerome Forward - Centre-Forward,1800000,17/08/2018
cameron jerome Forward - Centre-Forward,1260000,04/01/2019
cameron jerome Forward - Centre-Forward,810000,04/06/2019
cameron jerome Forward - Centre-Forward,540000,03/01/2020
cameron jerome Forward - Centre-Forward,427500,08/04/2020
cameron jerome Forward - Centre-Forward,360000,04/08/2020
michael tonge Midfielder - Central Midfield,360000,04/10/2004
michael tonge Midfielder - Central Midfield,540000,04/10/2006
michael tonge Midfielder - Central Midfield,720000,11/04/2007
michael tonge Midfielder - Central Midfield,1800000,07/09/2008
michael tonge Midfielder - Central Midfield,1440000,23/02/2009
michael tonge Midfielder - Central Midfield,1080000,26/06/2009
michael tonge Midfielder - Central Midfield,675000,24/01/2010
michael tonge Midfielder - Central Midfield,450000,13/08/2010
michael tonge Midfielder - Central Midfield,450000,08/08/2011
michael tonge Midfielder - Central Midfield,450000,24/06/2012
michael tonge Midfielder - Central Midfield,450000,02/03/2013
michael tonge Midfielder - Central Midfield,450000,12/07/2013
michael tonge Midfielder - Central Midfield,360000,08/01/2014
michael tonge Midfielder - Central Midfield,360000,24/02/2015
michael tonge Midfielder - Central Midfield,135000,05/08/2016
michael tonge Midfielder - Central Midfield,0,01/07/2019
robert huth Defender - Centre-Back,2025000,04/10/2004
robert huth Defender - Centre-Back,2700000,16/10/2004
robert huth Defender - Centre-Back,3150000,08/02/2005
robert huth Defender - Centre-Back,2475000,17/10/2005
robert huth Defender - Centre-Back,6750000,31/08/2006
robert huth Defender - Centre-Back,8010000,17/09/2006
robert huth Defender - Centre-Back,5580000,03/05/2007
robert huth Defender - Centre-Back,5400000,01/09/2007
robert huth Defender - Centre-Back,4950000,05/11/2007
robert huth Defender - Centre-Back,3600000,21/01/2008
robert huth Defender - Centre-Back,3150000,04/07/2008
robert huth Defender - Centre-Back,3600000,25/06/2009
robert huth Defender - Centre-Back,3600000,24/01/2010
robert huth Defender - Centre-Back,4500000,13/08/2010
robert huth Defender - Centre-Back,6300000,01/02/2011
robert huth Defender - Centre-Back,7200000,08/08/2011
robert huth Defender - Centre-Back,7200000,06/02/2012
robert huth Defender - Centre-Back,7200000,24/06/2012
robert huth Defender - Centre-Back,7650000,28/01/2013
robert huth Defender - Centre-Back,7200000,02/07/2013
robert huth Defender - Centre-Back,6300000,15/01/2014
robert huth Defender - Centre-Back,6300000,12/08/2014
robert huth Defender - Centre-Back,4500000,12/02/2015
robert huth Defender - Centre-Back,4500000,01/07/2015
robert huth Defender - Centre-Back,5400000,09/02/2016
robert huth Defender - Centre-Back,5400000,01/08/2016
robert huth Defender - Centre-Back,4500000,20/02/2017
robert huth Defender - Centre-Back,4500000,28/06/2017
robert huth Defender - Centre-Back,4500000,02/01/2018
robert huth Defender - Centre-Back,2250000,28/05/2018
robert huth Defender - Centre-Back,0,01/07/2018
asmir begovic Goalkeeper,90000,11/12/2005
asmir begovic Goalkeeper,180000,29/01/2008
asmir begovic Goalkeeper,360000,25/06/2009
asmir begovic Goalkeeper,1350000,24/01/2010
asmir begovic Goalkeeper,1800000,13/08/2010
asmir begovic Goalkeeper,3150000,01/02/2011
asmir begovic Goalkeeper,3600000,08/08/2011
asmir begovic Goalkeeper,3150000,06/02/2012
asmir begovic Goalkeeper,3150000,24/06/2012
asmir begovic Goalkeeper,4500000,28/01/2013
asmir begovic Goalkeeper,6300000,02/07/2013
asmir begovic Goalkeeper,9000000,15/01/2014
asmir begovic Goalkeeper,10800000,12/08/2014
asmir begovic Goalkeeper,11700000,12/02/2015
asmir begovic Goalkeeper,10800000,01/07/2015
asmir begovic Goalkeeper,10800000,09/02/2016
asmir begovic Goalkeeper,9000000,01/08/2016
asmir begovic Goalkeeper,7200000,20/02/2017
asmir begovic Goalkeeper,7200000,28/06/2017
asmir begovic Goalkeeper,7200000,02/01/2018
asmir begovic Goalkeeper,7200000,28/05/2018
asmir begovic Goalkeeper,7200000,19/12/2018
asmir begovic Goalkeeper,6300000,13/06/2019
asmir begovic Goalkeeper,4500000,27/12/2019
asmir begovic Goalkeeper,2700000,03/03/2020
asmir begovic Goalkeeper,2160000,08/04/2020
asmir begovic Goalkeeper,1800000,25/08/2020
ryan shawcross Defender - Centre-Back,45000,29/07/2007
ryan shawcross Defender - Centre-Back,1350000,21/01/2008
ryan shawcross Defender - Centre-Back,2700000,04/07/2008
ryan shawcross Defender - Centre-Back,3330000,26/06/2009
ryan shawcross Defender - Centre-Back,4950000,24/01/2010
ryan shawcross Defender - Centre-Back,6300000,13/08/2010
ryan shawcross Defender - Centre-Back,7650000,01/02/2011
ryan shawcross Defender - Centre-Back,7650000,08/08/2011
ryan shawcross Defender - Centre-Back,7650000,06/02/2012
ryan shawcross Defender - Centre-Back,7200000,24/06/2012
ryan shawcross Defender - Centre-Back,9000000,28/01/2013
ryan shawcross Defender - Centre-Back,9000000,02/07/2013
ryan shawcross Defender - Centre-Back,8100000,15/01/2014
ryan shawcross Defender - Centre-Back,8100000,12/08/2014
ryan shawcross Defender - Centre-Back,8100000,12/02/2015
ryan shawcross Defender - Centre-Back,8100000,01/07/2015
ryan shawcross Defender - Centre-Back,9900000,09/02/2016
ryan shawcross Defender - Centre-Back,9900000,01/08/2016
ryan shawcross Defender - Centre-Back,9900000,20/02/2017
ryan shawcross Defender - Centre-Back,9900000,28/06/2017
ryan shawcross Defender - Centre-Back,9000000,02/01/2018
ryan shawcross Defender - Centre-Back,9000000,28/05/2018
ryan shawcross Defender - Centre-Back,6300000,27/02/2019
ryan shawcross Defender - Centre-Back,4500000,28/06/2019
ryan shawcross Defender - Centre-Back,3600000,16/10/2019
ryan shawcross Defender - Centre-Back,2250000,27/02/2020
ryan shawcross Defender - Centre-Back,1800000,08/04/2020
mamady sidibe Forward - Centre-Forward,45000,04/10/2004
mamady sidibe Forward - Centre-Forward,135000,18/12/2004
mamady sidibe Forward - Centre-Forward,360000,23/06/2005
mamady sidibe Forward - Centre-Forward,810000,29/07/2007
mamady sidibe Forward - Centre-Forward,1170000,04/07/2008
mamady sidibe Forward - Centre-Forward,1710000,23/02/2009
mamady sidibe Forward - Centre-Forward,1800000,26/06/2009
mamady sidibe Forward - Centre-Forward,2250000,24/01/2010
mamady sidibe Forward - Centre-Forward,2250000,13/08/2010
mamady sidibe Forward - Centre-Forward,1800000,01/02/2011
mamady sidibe Forward - Centre-Forward,1350000,08/08/2011
mamady sidibe Forward - Centre-Forward,900000,06/02/2012
mamady sidibe Forward - Centre-Forward,450000,24/06/2012
mamady sidibe Forward - Centre-Forward,450000,02/07/2013
mamady sidibe Forward - Centre-Forward,630000,21/10/2013
mamady sidibe Forward - Centre-Forward,0,25/02/2015
jermaine pennant Forward - Right Winger,3150000,04/10/2004
jermaine pennant Forward - Right Winger,2700000,07/01/2005
jermaine pennant Forward - Right Winger,3600000,01/04/2005
jermaine pennant Forward - Right Winger,4275000,06/06/2006
jermaine pennant Forward - Right Winger,4950000,14/06/2006
jermaine pennant Forward - Right Winger,8550000,27/07/2006
jermaine pennant Forward - Right Winger,9270000,25/04/2007
jermaine pennant Forward - Right Winger,9450000,01/09/2007
jermaine pennant Forward - Right Winger,8550000,04/02/2008
jermaine pennant Forward - Right Winger,7650000,04/07/2008
jermaine pennant Forward - Right Winger,5400000,23/02/2009
jermaine pennant Forward - Right Winger,5130000,25/06/2009
jermaine pennant Forward - Right Winger,4500000,22/07/2009
jermaine pennant Forward - Right Winger,2700000,02/12/2009
jermaine pennant Forward - Right Winger,2700000,11/04/2010
jermaine pennant Forward - Right Winger,2250000,20/08/2010
jermaine pennant Forward - Right Winger,3150000,01/02/2011
jermaine pennant Forward - Right Winger,3600000,08/08/2011
jermaine pennant Forward - Right Winger,3600000,06/02/2012
jermaine pennant Forward - Right Winger,3150000,24/06/2012
jermaine pennant Forward - Right Winger,2250000,28/01/2013
jermaine pennant Forward - Right Winger,2250000,02/07/2013
jermaine pennant Forward - Right Winger,1350000,15/01/2014
jermaine pennant Forward - Right Winger,1350000,24/02/2015
jermaine pennant Forward - Right Winger,450000,21/04/2017
jermaine pennant Forward - Right Winger,0,10/02/2018
matthew etherington Midfielder - Left Midfield,900000,04/10/2004
matthew etherington Midfielder - Left Midfield,2700000,13/02/2006
matthew etherington Midfielder - Left Midfield,2610000,27/04/2007
matthew etherington Midfielder - Left Midfield,2700000,01/09/2007
matthew etherington Midfielder - Left Midfield,4050000,29/01/2008
matthew etherington Midfielder - Left Midfield,3600000,04/07/2008
matthew etherington Midfielder - Left Midfield,3420000,23/02/2009
matthew etherington Midfielder - Left Midfield,4050000,24/01/2010
matthew etherington Midfielder - Left Midfield,4950000,13/08/2010
matthew etherington Midfielder - Left Midfield,5850000,01/02/2011
matthew etherington Midfielder - Left Midfield,6300000,08/08/2011
matthew etherington Midfielder - Left Midfield,5850000,06/02/2012
matthew etherington Midfielder - Left Midfield,3600000,24/06/2012
matthew etherington Midfielder - Left Midfield,2250000,28/01/2013
matthew etherington Midfielder - Left Midfield,1800000,02/07/2013
matthew etherington Midfielder - Left Midfield,1350000,15/01/2014
matthew etherington Midfielder - Left Midfield,0,03/12/2014
salif diao Midfielder - Defensive Midfield,7200000,04/10/2004
